Applicant_ID,Age,Gender,Qualification_Level,Marks_Percentage,Experience_Years,Driving,Sales,Typing,Computer,Govt_Exam_Score,English_Proficiency,Computer_Proficiency,Physical_Fitness,Predicted_Job
A25091,41,Male,Graduate,41,2,0,1,0,0,0,2,2,5,Security Guard
A25092,29,Male,10th,70,2,1,0,1,0,89,3,5,3,Lab Assistant
A25093,37,Male,12th,70,6,1,1,1,1,68,1,5,1,Clerk
A25094,37,Other,Postgrad,42,12,1,0,1,1,0,2,3,1,Data Entry Operator
A25095,33,Male,Diploma,49,1,1,1,1,1,0,3,5,2,Data Entry Operator
A25096,18,Female,Graduate,82,5,0,0,0,1,59,4,4,1,Sales Executive
A25097,33,Female,Postgrad,92,6,1,1,1,0,0,3,5,4,School Teacher
A25098,18,Other,Diploma,69,7,1,1,0,1,84,2,3,1,Delivery Boy
A25099,27,Female,Diploma,43,8,1,0,1,1,0,2,3,2,Delivery Boy
A25100,27,Other,12th,67,5,1,1,1,1,0,4,5,5,Clerk
A25101,38,Female,Postgrad,66,8,0,0,1,0,0,2,3,2,Security Guard
A25102,39,Male,Postgrad,45,13,1,0,0,1,91,2,1,3,Lab Assistant
A25103,23,Female,Graduate,91,1,0,1,1,0,0,2,3,5,School Teacher
A25104,22,Male,Postgrad,55,2,0,1,0,1,0,5,5,3,Security Guard
A25105,25,Male,Graduate,43,11,0,1,1,1,65,5,3,3,Data Entry Operator
A25106,42,Other,12th,84,10,1,0,0,0,75,5,5,4,Lab Assistant
A25107,23,Male,12th,62,15,0,1,1,1,78,1,2,1,Clerk
A25108,19,Other,Postgrad,93,10,1,0,1,0,95,5,4,4,Delivery Boy
A25109,24,Male,10th,54,11,0,1,0,0,91,2,4,1,Security Guard
A25110,29,Female,10th,91,0,0,1,0,0,83,1,1,4,Apprentice
A25111,32,Female,10th,79,15,1,0,0,1,67,2,3,3,Sales Executive
A25112,37,Male,12th,52,3,1,0,1,1,76,5,3,5,Data Entry Operator
A25113,33,Male,10th,57,4,1,0,0,0,81,2,3,5,Customer Support
A25114,42,Female,12th,78,12,1,1,0,0,0,5,2,1,Sales Executive
A25115,42,Female,Postgrad,86,3,1,1,0,0,0,4,3,2,Security Guard
A25116,29,Other,Graduate,49,12,1,1,1,1,0,4,1,3,Delivery Boy
A25117,35,Other,Graduate,80,10,1,0,0,0,52,4,1,5,Security Guard
A25118,45,Other,10th,91,8,0,0,0,1,91,3,2,2,Lab Assistant
A25119,38,Female,Postgrad,77,8,0,0,1,0,0,4,1,4,Sales Executive
A25120,35,Male,12th,90,6,0,1,0,0,0,1,3,3,Sales Executive
A25121,32,Female,12th,44,14,0,1,0,0,0,3,5,4,Lab Assistant
A25122,27,Female,Graduate,78,1,0,1,1,0,71,1,5,4,School Teacher
A25123,43,Female,Postgrad,88,11,0,1,0,1,0,3,4,5,School Teacher
A25124,31,Female,Postgrad,86,14,0,1,0,0,0,4,3,1,Sales Executive
A25125,19,Other,12th,56,9,1,1,0,1,0,1,4,3,Delivery Boy
A25126,37,Female,Postgrad,79,12,0,1,0,1,0,4,1,5,School Teacher
A25127,28,Other,Graduate,62,6,1,0,1,1,53,1,3,5,Junior Engineer
A25128,43,Female,10th,46,14,1,1,1,0,0,2,3,2,Lab Assistant
A25129,33,Male,10th,82,0,0,0,1,1,78,2,5,1,Apprentice
A25130,31,Male,Graduate,70,12,1,0,0,1,50,2,4,4,School Teacher
A25131,31,Other,Postgrad,87,6,1,1,0,1,0,1,3,3,Security Guard
A25132,27,Male,Postgrad,57,15,0,1,1,1,0,5,4,4,Lab Assistant
A25133,22,Other,12th,59,13,0,1,1,1,88,4,3,3,Clerk
A25134,37,Male,Graduate,42,2,0,0,1,0,0,5,4,3,Lab Assistant
A25135,22,Other,12th,62,5,0,0,0,0,0,5,2,2,Lab Assistant
A25136,40,Other,12th,82,1,1,1,1,0,0,4,4,2,Security Guard
A25137,33,Female,Postgrad,59,3,0,1,0,1,62,2,5,3,Lab Assistant
A25138,44,Male,12th,40,15,1,1,0,1,0,2,2,2,Sales Executive
A25139,38,Male,12th,55,7,0,1,0,0,0,5,1,2,Lab Assistant
A25140,36,Other,Graduate,53,5,0,0,0,1,0,2,2,3,Lab Assistant
A25141,22,Other,Diploma,81,8,1,1,0,0,0,1,3,3,Junior Engineer
A25142,44,Other,12th,61,1,0,0,1,1,0,2,3,4,Clerk
A25143,23,Male,Graduate,80,6,0,1,1,0,89,3,2,2,Security Guard
A25144,26,Female,10th,41,2,1,0,0,0,0,5,1,1,Delivery Boy
A25145,36,Male,Postgrad,64,7,1,1,1,0,0,2,1,4,Lab Assistant
A25146,40,Male,Graduate,55,10,0,1,0,1,52,3,1,4,Security Guard
A25147,29,Male,Graduate,56,5,0,0,0,1,65,4,3,4,Junior Engineer
A25148,44,Other,12th,78,9,1,0,1,1,72,3,3,4,Sales Executive
A25149,40,Male,12th,94,3,1,1,1,0,91,5,4,3,Lab Assistant
A25150,34,Female,Graduate,92,0,0,1,1,0,94,5,1,5,Security Guard
A25151,19,Female,Graduate,80,1,1,0,1,1,91,5,5,3,School Teacher
A25152,39,Other,Diploma,63,5,1,0,0,0,89,3,5,5,Lab Assistant
A25153,32,Male,Graduate,78,4,1,0,1,1,0,1,5,1,Data Entry Operator
A25154,25,Female,10th,65,4,1,0,1,1,0,5,2,5,Delivery Boy
A25155,30,Female,10th,52,1,1,0,1,1,0,2,5,3,Apprentice
A25156,21,Female,Postgrad,50,1,1,0,0,1,0,1,4,2,Delivery Boy
A25157,27,Female,12th,93,2,0,0,1,1,50,2,4,3,Clerk
A25158,31,Male,12th,62,0,1,0,0,1,71,1,1,2,Security Guard
A25159,19,Male,Graduate,66,9,1,1,1,0,52,1,3,3,School Teacher
A25160,45,Male,Postgrad,71,7,1,0,0,0,0,4,1,2,School Teacher
A25161,31,Female,Postgrad,47,2,1,0,0,1,0,3,5,3,Security Guard
A25162,43,Male,Postgrad,65,6,1,1,1,1,70,2,2,4,Data Entry Operator
A25163,20,Male,12th,41,1,1,1,0,1,0,1,2,2,Delivery Boy
A25164,18,Male,12th,71,11,1,0,1,0,79,1,5,2,Lab Assistant
A25165,27,Other,Postgrad,66,11,1,0,0,0,95,5,2,3,Delivery Boy
A25166,33,Female,Graduate,83,1,0,0,0,1,0,1,1,2,Security Guard
A25167,23,Male,Diploma,65,6,1,0,1,0,67,4,2,2,Lab Assistant
A25168,39,Female,Postgrad,62,11,1,1,0,1,74,5,4,2,Lab Assistant
A25169,29,Other,Graduate,91,13,0,1,1,0,0,4,5,3,Sales Executive
A25170,19,Other,Diploma,55,8,1,0,1,1,80,5,4,1,Junior Engineer
A25171,33,Female,Diploma,84,1,1,0,0,1,61,4,4,4,Security Guard
A25172,40,Other,Graduate,70,5,1,1,0,0,0,5,5,3,School Teacher
A25173,30,Male,Diploma,61,4,0,0,1,1,0,4,2,2,Data Entry Operator
A25174,35,Female,Diploma,92,15,0,1,0,0,86,2,2,5,Lab Assistant
A25175,43,Female,10th,95,15,0,1,1,0,0,4,4,5,Security Guard
A25176,31,Female,Postgrad,49,12,1,0,1,1,0,4,3,2,Lab Assistant
A25177,32,Female,Postgrad,90,15,1,1,1,0,83,2,1,4,School Teacher
A25178,42,Female,Graduate,54,3,0,1,0,0,67,2,1,1,Customer Support
A25179,36,Other,10th,41,12,1,1,1,1,0,4,2,4,Lab Assistant
A25180,35,Other,Diploma,79,4,1,1,0,1,0,2,4,5,Security Guard
A25181,34,Male,Graduate,62,7,1,0,0,1,89,4,1,4,Security Guard
A25182,32,Male,10th,55,4,1,1,0,1,0,3,4,3,Security Guard
A25183,34,Other,Postgrad,95,9,0,0,0,0,0,5,5,3,School Teacher
A25184,35,Other,12th,82,6,0,1,0,1,59,2,2,1,Security Guard
A25185,23,Other,Diploma,94,3,1,0,0,1,83,1,4,4,Delivery Boy
A25186,27,Other,Diploma,92,14,1,0,0,1,66,3,5,3,Junior Engineer
A25187,28,Male,Diploma,63,11,0,1,0,0,57,1,2,1,Junior Engineer
A25188,34,Other,12th,69,12,0,1,0,0,56,2,2,4,Security Guard
A25189,32,Male,Postgrad,51,7,0,0,0,0,0,3,1,5,Sales Executive
A25190,40,Male,10th,75,8,0,1,1,0,0,3,1,1,Security Guard
A25191,30,Female,10th,45,11,0,1,0,0,58,4,4,4,Lab Assistant
A25192,24,Male,Graduate,74,15,1,1,0,0,79,5,3,5,School Teacher
A25193,43,Female,Graduate,56,1,1,0,1,1,0,1,5,3,Junior Engineer
A25194,38,Female,Graduate,42,8,1,1,0,1,65,5,3,3,Lab Assistant
A25195,38,Male,12th,65,15,1,1,0,0,0,1,2,5,Security Guard
A25196,32,Female,10th,50,12,0,0,1,1,0,4,2,2,Sales Executive
A25197,39,Male,Diploma,74,8,0,1,1,0,0,2,2,1,Sales Executive
A25198,34,Male,Diploma,44,13,1,0,0,1,0,2,1,2,Security Guard
A25199,26,Male,12th,78,2,1,0,0,1,0,4,5,2,Lab Assistant
A25200,43,Other,Postgrad,40,7,1,0,0,0,61,2,1,1,Lab Assistant
A25201,45,Other,Diploma,60,1,0,1,0,1,78,1,3,1,Junior Engineer
A25202,36,Other,Graduate,67,13,0,1,1,1,0,4,3,2,School Teacher
A25203,45,Female,Diploma,45,7,0,1,0,1,60,2,4,4,Junior Engineer
A25204,43,Female,Graduate,77,12,1,0,1,1,59,1,5,2,School Teacher
A25205,18,Other,Graduate,69,1,0,1,0,1,78,4,2,2,Security Guard
A25206,30,Male,12th,88,10,1,0,0,0,83,2,5,2,Sales Executive
A25207,29,Other,12th,62,10,1,1,0,0,79,2,5,2,Delivery Boy
A25208,35,Female,10th,55,14,0,0,1,0,75,1,2,5,Sales Executive
A25209,41,Male,10th,49,15,0,1,0,1,72,5,1,5,Lab Assistant
A25210,20,Female,12th,70,2,0,0,0,0,0,2,2,1,Customer Support
A25211,18,Female,Postgrad,57,8,0,1,1,0,0,5,1,3,Lab Assistant
A25212,37,Other,Graduate,93,11,1,0,1,0,53,5,4,4,Security Guard
A25213,21,Male,12th,80,14,1,0,0,0,0,4,3,3,Lab Assistant
A25214,25,Male,Diploma,65,8,1,1,1,1,0,4,4,3,Delivery Boy
A25215,45,Male,Graduate,86,15,0,1,1,0,72,3,4,3,Security Guard
A25216,45,Other,10th,95,1,0,1,1,0,63,2,1,4,Security Guard
A25217,41,Female,Graduate,48,4,0,1,1,0,94,3,4,5,Lab Assistant
A25218,34,Other,Postgrad,78,3,0,1,0,0,91,4,2,5,School Teacher
A25219,24,Male,Graduate,53,3,1,0,0,0,75,3,5,4,Delivery Boy
A25220,38,Female,Diploma,86,4,0,1,0,1,67,3,1,1,Security Guard
A25221,42,Female,12th,77,0,0,1,0,0,80,5,2,4,Security Guard
A25222,29,Female,Postgrad,88,11,0,1,1,1,0,3,4,1,Data Entry Operator
A25223,43,Other,Graduate,87,11,1,0,1,1,0,2,2,3,Data Entry Operator
A25224,19,Female,10th,54,4,1,1,1,0,0,3,3,5,Lab Assistant
A25225,35,Other,Diploma,63,9,0,1,0,0,0,5,5,2,Junior Engineer
A25226,40,Female,Diploma,48,0,0,1,0,0,0,1,3,2,Security Guard
A25227,38,Other,Graduate,77,11,1,0,0,1,0,5,4,5,School Teacher
A25228,37,Other,Diploma,94,7,0,0,0,0,0,5,3,2,Junior Engineer
A25229,28,Other,Postgrad,55,14,1,1,0,0,0,4,1,5,Delivery Boy
A25230,45,Female,Diploma,95,1,0,1,1,0,68,4,5,5,Security Guard
A25231,45,Male,Postgrad,62,5,0,1,0,0,0,4,3,1,Lab Assistant
A25232,45,Male,Postgrad,89,7,1,1,1,0,0,4,4,5,Security Guard
A25233,36,Female,Graduate,40,4,1,1,0,0,0,2,5,4,Customer Support
A25234,45,Other,12th,44,3,1,1,1,0,0,3,4,3,Lab Assistant
A25235,35,Other,12th,55,0,0,0,1,0,57,4,5,2,Apprentice
A25236,24,Other,12th,46,15,1,1,0,0,67,2,5,1,Delivery Boy
A25237,27,Female,Diploma,67,8,1,1,0,0,0,4,3,1,Delivery Boy
A25238,32,Female,Diploma,68,11,1,1,0,1,74,4,5,1,Security Guard
A25239,41,Other,Postgrad,69,13,0,0,1,0,0,2,4,4,Sales Executive
A25240,28,Female,12th,53,10,0,1,1,0,0,5,1,4,Sales Executive
A25241,36,Other,Diploma,92,11,0,1,0,0,0,4,5,2,Sales Executive
A25242,44,Male,Graduate,59,14,1,1,1,0,62,4,4,3,Sales Executive
A25243,43,Other,Postgrad,43,11,0,0,0,0,0,1,3,4,Sales Executive
A25244,33,Male,12th,87,11,0,1,0,0,0,3,1,2,Lab Assistant
A25245,29,Female,Graduate,57,12,1,0,0,1,85,5,5,5,Junior Engineer
A25246,27,Other,10th,83,6,0,1,0,1,56,2,1,5,Lab Assistant
A25247,42,Male,Graduate,85,6,0,0,0,0,0,2,1,4,Security Guard
A25248,35,Male,Graduate,42,11,1,1,0,1,79,4,3,2,Sales Executive
A25249,32,Other,Graduate,56,15,1,0,0,1,59,4,5,4,Security Guard
A25250,31,Other,10th,74,15,0,1,0,0,77,1,4,2,Sales Executive
A25251,38,Female,Graduate,71,11,0,1,0,0,0,1,5,3,School Teacher
A25252,44,Male,10th,72,2,0,1,1,0,64,3,2,1,Lab Assistant
A25253,22,Other,10th,63,0,1,0,0,0,66,4,3,5,Apprentice
A25254,37,Male,12th,52,13,1,0,1,1,0,4,4,5,Sales Executive
A25255,35,Female,Postgrad,72,9,0,0,0,0,59,5,1,2,Sales Executive
A25256,33,Male,12th,93,13,0,1,1,1,75,5,1,3,Clerk
A25257,23,Male,Postgrad,56,4,0,0,1,0,50,2,2,1,Lab Assistant
A25258,22,Other,12th,71,5,0,1,1,0,0,1,1,2,Sales Executive
A25259,25,Other,10th,68,7,0,0,0,0,0,5,5,5,Security Guard
A25260,28,Male,Graduate,73,10,0,0,0,1,63,1,3,2,School Teacher
A25261,31,Other,Postgrad,57,15,0,0,1,0,77,3,1,5,Security Guard
A25262,20,Female,12th,81,5,1,1,0,1,86,4,3,3,Lab Assistant
A25263,32,Other,Graduate,76,11,1,1,0,1,0,4,4,1,Security Guard
A25264,37,Male,10th,88,14,0,0,0,1,56,4,3,2,Sales Executive
A25265,26,Other,Diploma,57,10,0,0,0,0,0,5,4,3,Lab Assistant
A25266,33,Other,Diploma,46,11,1,0,0,0,0,1,5,3,Lab Assistant
A25267,24,Other,10th,64,14,0,1,0,0,0,4,3,1,Lab Assistant
A25268,19,Male,Graduate,60,11,0,0,1,1,93,5,5,1,Clerk
A25269,18,Other,Graduate,58,12,0,0,1,0,0,1,2,2,Junior Engineer
A25270,43,Other,Postgrad,74,15,0,1,0,0,0,4,3,3,Security Guard
A25271,26,Other,Diploma,73,1,0,1,1,1,0,1,2,2,Lab Assistant
A25272,20,Other,Diploma,57,13,1,0,0,1,77,4,2,5,Lab Assistant
A25273,22,Other,Diploma,57,15,0,0,0,0,78,5,4,3,Sales Executive
A25274,41,Female,Postgrad,48,1,1,0,1,1,84,5,5,2,Lab Assistant
A25275,42,Other,10th,52,10,0,0,1,0,91,3,5,2,Lab Assistant
A25276,37,Male,Postgrad,75,2,0,1,1,1,0,1,3,4,School Teacher
A25277,44,Male,Postgrad,41,11,0,0,0,1,0,2,5,1,Lab Assistant
A25278,41,Female,Postgrad,46,9,1,0,1,0,0,1,1,4,Lab Assistant
A25279,24,Male,10th,62,13,1,1,1,1,62,2,1,3,Delivery Boy
A25280,23,Male,10th,67,14,1,0,1,1,0,1,3,5,Lab Assistant
A25281,29,Other,Graduate,49,7,1,1,1,1,77,4,3,5,Delivery Boy
A25282,43,Other,10th,80,2,1,1,0,0,94,4,1,5,Security Guard
A25283,26,Other,10th,83,9,0,0,1,0,65,3,2,2,Sales Executive
A25284,29,Female,Postgrad,60,13,1,0,0,0,0,2,2,3,Delivery Boy
A25285,41,Male,12th,77,15,0,1,1,1,86,5,4,4,Sales Executive
A25286,37,Other,10th,51,12,1,1,1,0,68,1,2,2,Lab Assistant
A25287,45,Male,Postgrad,78,11,1,0,0,0,0,4,5,1,Security Guard
A25288,21,Other,Postgrad,51,8,1,1,1,0,86,1,3,4,Lab Assistant
A25289,31,Other,Postgrad,68,15,1,0,0,0,0,4,1,4,Security Guard
A25290,19,Other,10th,67,2,0,0,1,0,64,3,4,3,Lab Assistant
A25291,27,Female,Diploma,70,1,1,1,1,1,0,3,3,5,Delivery Boy
A25292,37,Female,10th,41,3,1,1,1,0,0,1,3,4,Lab Assistant
A25293,26,Other,10th,81,14,1,0,0,1,0,2,4,2,Lab Assistant
A25294,28,Other,Graduate,48,1,0,1,0,1,0,2,2,5,Security Guard
A25295,36,Female,10th,80,9,0,1,0,0,0,2,2,5,Lab Assistant
A25296,20,Female,Diploma,81,5,1,1,0,0,0,1,3,5,Junior Engineer
A25297,25,Female,12th,82,13,0,1,1,1,57,4,5,1,Sales Executive
A25298,35,Female,Postgrad,71,4,0,0,0,1,80,4,3,2,School Teacher
A25299,40,Female,Diploma,60,3,1,1,1,1,0,2,2,5,Lab Assistant
A25300,27,Other,12th,59,14,1,1,1,0,0,5,4,4,Lab Assistant
A25301,23,Female,10th,65,9,0,0,1,1,0,3,1,5,Lab Assistant
A25302,26,Male,Postgrad,76,5,1,0,0,0,58,4,1,2,Delivery Boy
A25303,24,Other,12th,73,7,1,1,0,0,0,2,2,1,Lab Assistant
A25304,25,Male,12th,45,3,1,0,1,0,0,2,5,2,Lab Assistant
A25305,21,Male,Postgrad,78,15,0,0,1,0,77,5,5,5,School Teacher
A25306,41,Other,12th,44,1,0,1,1,0,0,2,2,1,Apprentice
A25307,42,Other,Graduate,76,10,0,1,0,1,0,1,3,3,School Teacher
A25308,43,Male,12th,51,4,0,1,1,0,83,5,1,3,Security Guard
A25309,25,Other,Graduate,49,7,1,1,1,1,75,1,1,2,Clerk
A25310,33,Other,Diploma,43,8,0,1,0,1,0,4,1,4,Security Guard
A25311,32,Other,10th,62,3,0,1,0,0,67,2,1,3,Security Guard
A25312,30,Other,12th,52,1,0,0,0,0,0,5,4,2,Security Guard
A25313,26,Male,Diploma,53,2,1,0,0,0,0,4,2,4,Delivery Boy
A25314,35,Male,12th,54,3,0,1,0,1,0,2,3,4,Customer Support
A25315,34,Other,Graduate,78,3,1,1,1,1,73,3,5,1,School Teacher
A25316,21,Female,Graduate,62,2,1,0,1,0,93,3,5,4,Lab Assistant
A25317,18,Other,Graduate,87,15,1,1,0,0,68,1,2,5,School Teacher
A25318,30,Other,Diploma,73,8,0,0,1,0,0,4,1,3,Security Guard
A25319,33,Female,Postgrad,67,5,1,0,0,0,88,2,3,5,Security Guard
A25320,25,Male,Graduate,43,4,1,0,1,0,56,2,3,3,Delivery Boy
A25321,26,Male,Postgrad,90,11,0,0,0,0,0,4,5,1,School Teacher
A25322,27,Other,Diploma,65,14,0,1,1,1,0,1,4,3,Lab Assistant
A25323,34,Female,Postgrad,95,7,1,0,1,0,85,3,5,2,Sales Executive
A25324,32,Female,12th,80,11,0,1,0,0,68,4,2,4,Lab Assistant
A25325,42,Male,10th,80,14,0,1,1,0,0,1,2,4,Lab Assistant
A25326,43,Female,12th,62,6,1,0,0,1,69,4,5,4,Lab Assistant
A25327,38,Female,Graduate,69,7,0,0,0,1,0,2,3,2,Sales Executive
A25328,23,Female,Diploma,76,7,1,0,0,0,82,5,3,3,Delivery Boy
A25329,28,Female,Diploma,66,12,1,1,1,0,0,3,2,4,Junior Engineer
A25330,32,Female,Graduate,76,12,1,1,1,0,0,2,5,3,Sales Executive
A25331,18,Male,Postgrad,87,15,0,0,1,1,0,1,1,2,School Teacher
A25332,32,Male,10th,93,2,0,0,0,0,94,2,4,1,Lab Assistant
A25333,42,Female,Graduate,79,14,1,1,0,1,86,4,2,1,Security Guard
A25334,39,Female,Graduate,67,3,1,0,0,1,0,2,5,5,School Teacher
A25335,40,Male,Postgrad,94,3,0,1,0,0,0,1,5,2,School Teacher
A25336,19,Other,12th,71,2,0,0,1,1,0,2,5,5,Clerk
A25337,30,Male,Postgrad,84,14,1,1,0,0,65,1,4,2,Sales Executive
A25338,38,Female,Postgrad,51,7,1,0,1,0,0,5,4,3,Sales Executive
A25339,32,Female,12th,69,6,0,1,0,1,68,5,2,5,Security Guard
A25340,43,Other,12th,62,11,0,0,0,0,85,1,5,4,Lab Assistant
A25341,37,Female,Postgrad,75,8,1,0,1,1,75,1,5,5,School Teacher
A25342,36,Female,Postgrad,56,11,1,1,0,0,86,3,3,4,Lab Assistant
A25343,23,Other,12th,91,2,1,0,1,1,0,3,2,1,Clerk
A25344,30,Other,Graduate,47,0,1,1,1,0,0,5,4,4,Security Guard
A25345,31,Male,Diploma,47,9,0,1,1,1,87,4,1,4,Data Entry Operator
A25346,44,Other,Diploma,94,14,1,1,0,1,0,4,5,1,Lab Assistant
A25347,35,Male,Postgrad,74,15,0,0,0,1,0,5,2,2,School Teacher
A25348,42,Male,10th,50,12,1,0,1,1,86,3,3,1,Data Entry Operator
A25349,20,Male,12th,79,5,0,0,1,1,0,3,2,2,Sales Executive
A25350,44,Female,Postgrad,55,4,0,0,1,1,0,3,4,4,Data Entry Operator
A25351,19,Female,12th,54,4,1,0,1,1,0,5,1,1,Delivery Boy
A25352,33,Female,Diploma,52,0,1,1,0,0,87,2,2,2,Security Guard
A25353,40,Female,Postgrad,62,0,0,0,1,0,0,2,3,1,Security Guard
A25354,41,Female,10th,48,4,0,1,0,1,0,5,2,3,Security Guard
A25355,27,Male,12th,91,5,0,1,1,0,0,3,2,5,Sales Executive
A25356,30,Other,Graduate,70,1,0,0,0,1,0,3,3,3,School Teacher
A25357,29,Female,12th,83,4,1,0,1,0,91,1,5,1,Delivery Boy
A25358,30,Male,10th,74,0,1,1,1,0,61,2,4,5,Apprentice
A25359,26,Other,Graduate,42,13,0,0,0,0,0,1,4,4,Security Guard
A25360,23,Female,12th,61,9,1,0,1,0,69,1,1,3,Delivery Boy
A25361,18,Male,12th,85,11,0,1,0,1,67,1,3,1,Security Guard
A25362,21,Male,Graduate,66,6,0,0,0,0,0,5,5,3,School Teacher
A25363,34,Female,10th,54,9,0,1,0,1,50,2,1,3,Lab Assistant
A25364,39,Female,12th,58,0,0,1,1,0,61,5,5,1,Apprentice
A25365,32,Other,Diploma,55,10,1,1,1,1,0,3,5,3,Sales Executive
A25366,31,Other,Diploma,79,0,1,1,0,1,82,4,1,2,Security Guard
A25367,32,Male,Diploma,95,9,0,1,0,1,0,3,1,2,Sales Executive
A25368,28,Male,Postgrad,88,0,0,0,0,1,53,5,4,5,Security Guard
A25369,25,Other,12th,48,15,0,0,0,1,0,2,4,1,Sales Executive
A25370,23,Male,Graduate,74,0,0,0,0,0,0,1,3,3,Security Guard
A25371,23,Male,Graduate,46,4,0,0,0,1,0,2,3,4,Security Guard
A25372,31,Male,Graduate,44,7,0,1,0,1,0,3,3,3,Junior Engineer
A25373,32,Female,Graduate,83,1,0,0,0,0,0,2,1,1,School Teacher
A25374,18,Female,10th,72,5,0,0,1,1,54,1,5,2,Data Entry Operator
A25375,32,Male,Diploma,59,5,0,0,0,1,75,1,2,5,Junior Engineer
A25376,29,Male,Diploma,45,12,0,0,0,1,79,3,4,2,Security Guard
A25377,23,Male,Graduate,49,3,0,1,1,1,0,1,5,2,Clerk
A25378,38,Other,12th,58,9,1,0,0,1,0,3,5,3,Sales Executive
A25379,44,Female,Graduate,74,3,1,1,0,1,0,3,2,4,School Teacher
A25380,36,Female,Graduate,50,11,0,0,0,1,79,3,2,3,Junior Engineer
A25381,40,Other,Graduate,95,1,0,0,1,1,0,3,1,1,School Teacher
A25382,19,Other,Postgrad,45,6,0,1,1,1,0,2,2,5,Data Entry Operator
A25383,25,Other,Diploma,73,15,0,1,0,0,55,2,5,5,Sales Executive
A25384,28,Other,Postgrad,67,13,0,0,1,1,0,5,2,3,Data Entry Operator
A25385,20,Female,Diploma,85,6,0,1,0,0,0,1,5,5,Sales Executive
A25386,26,Male,Diploma,95,15,0,1,0,1,0,5,2,3,Sales Executive
A25387,33,Male,Diploma,55,15,0,0,1,0,0,4,4,3,Security Guard
A25388,37,Other,Postgrad,55,2,0,0,0,1,0,3,1,5,Lab Assistant
A25389,19,Other,12th,93,2,0,0,1,1,0,4,2,1,Data Entry Operator
A25390,20,Female,12th,77,2,0,1,0,1,0,3,1,1,Lab Assistant
A25391,43,Female,12th,91,13,1,0,0,0,0,2,3,4,Lab Assistant
A25392,31,Female,Diploma,66,9,1,1,0,1,0,4,2,1,Junior Engineer
A25393,18,Female,Diploma,52,1,0,1,0,0,74,2,4,3,Security Guard
A25394,27,Other,Diploma,86,5,1,1,1,0,90,5,1,3,Junior Engineer
A25395,25,Male,12th,76,7,0,0,0,1,83,2,2,4,Lab Assistant
A25396,18,Male,Postgrad,40,1,1,1,1,1,0,1,4,3,Lab Assistant
A25397,21,Male,12th,40,15,0,0,1,0,0,4,3,2,Sales Executive
A25398,27,Other,Postgrad,87,14,0,0,1,1,92,1,5,2,School Teacher
A25399,45,Other,Diploma,54,1,0,1,0,1,82,5,4,5,Security Guard
A25400,35,Male,Graduate,44,9,1,0,0,1,60,3,2,1,Lab Assistant
A25401,42,Other,10th,75,12,0,0,0,0,0,4,3,1,Security Guard
A25402,36,Male,12th,59,12,0,0,1,0,73,5,2,2,Lab Assistant
A25403,38,Other,Graduate,72,12,0,1,1,0,0,3,4,2,School Teacher
A25404,36,Male,10th,45,6,1,1,1,1,87,5,3,1,Lab Assistant
A25405,21,Female,Graduate,85,11,0,1,0,1,0,3,4,2,School Teacher
A25406,22,Other,Diploma,40,15,0,0,1,0,72,1,4,5,Security Guard
A25407,27,Other,12th,75,6,0,0,0,0,67,3,3,2,Sales Executive
A25408,33,Other,Graduate,64,0,1,1,1,0,0,3,3,3,Lab Assistant
A25409,34,Male,Postgrad,81,0,1,0,1,0,0,3,1,3,Security Guard
A25410,35,Female,10th,71,10,1,1,1,0,0,3,4,5,Security Guard
A25411,44,Female,Postgrad,57,0,0,0,0,1,0,4,4,5,Security Guard
A25412,25,Male,Graduate,94,6,1,0,0,1,0,1,3,2,School Teacher
A25413,24,Male,Diploma,67,3,0,0,0,0,0,5,3,3,Customer Support
A25414,33,Female,Graduate,62,2,1,0,1,0,84,3,5,5,Lab Assistant
A25415,25,Other,Graduate,66,15,0,0,0,0,54,1,4,3,Sales Executive
A25416,41,Other,10th,84,4,0,1,0,0,0,2,4,5,Customer Support
A25417,26,Female,Diploma,80,4,0,1,1,0,73,4,1,4,Security Guard
A25418,37,Other,12th,42,3,1,1,1,1,93,3,3,2,Data Entry Operator
A25419,33,Female,12th,62,3,1,1,0,0,89,4,3,3,Lab Assistant
A25420,18,Female,12th,90,4,0,1,1,0,0,4,2,3,Customer Support
A25421,21,Male,Diploma,53,9,1,1,0,1,89,1,2,2,Delivery Boy
A25422,36,Female,Postgrad,59,1,1,0,1,0,0,1,3,4,Lab Assistant
A25423,31,Other,Diploma,40,3,1,1,0,0,67,1,1,5,Junior Engineer
A25424,26,Other,Postgrad,83,1,1,1,0,1,0,1,3,5,Delivery Boy
A25425,35,Female,12th,95,14,0,0,0,0,0,4,1,2,Lab Assistant
A25426,20,Male,12th,44,14,0,1,0,1,58,2,4,3,Lab Assistant
A25427,18,Female,12th,42,9,0,0,1,0,56,3,4,1,Security Guard
A25428,21,Other,12th,87,1,0,1,1,0,0,2,1,1,Security Guard
A25429,31,Male,12th,73,4,0,1,1,0,83,1,2,1,Lab Assistant
A25430,23,Other,12th,47,12,0,0,0,1,74,1,2,5,Sales Executive
A25431,21,Female,Postgrad,53,5,1,0,1,1,67,3,3,5,Delivery Boy
A25432,27,Female,10th,73,6,0,1,0,1,0,2,3,5,Lab Assistant
A25433,35,Male,10th,71,11,0,0,0,1,0,2,1,5,Security Guard
